id	tweet	subtask_a	subtask_b	subtask_c
63747	@USER @USER It sounds like you are describing the trumps	NOT	NULL	NULL
96880	@USER Hitler would be so proud of David Hogg trying to disarm American citizen so when Democrats come to power-we are helpless And cannot defend ourselves-&amp; that's why we have they AR15's URL	NOT	NULL	NULL
45422	@USER What they fail to realize is that if even 10% of Trump supporters decide to use force to protest like the lunatic left does now it will be like White Sleeves and Antifa soy boy. They really do not want to keep up this level of rhetoric.	OFF	TIN	OTH
95660	@USER But she is allowed to have her own rules. I believe your women should support what you love and put on your fav team jersey and sit next to you. Even if she hate football. If she can’t do that she ain’t the one	NOT	NULL	NULL
84745	@USER Monster is the place to find jobs near you. These companies are hiring right now! Your future could change when you fill out an application: URL ^LD	NOT	NULL	NULL
45619	@USER Yes. You are! 😄 And your passion for him is lovely...😊	NOT	NULL	NULL
28142	@USER there is no way he is 25 35 maybe not 25	NOT	NULL	NULL
21063	@USER Give me a fricking break.  They are worse than the Southern Baptist with a pagan idolatrous.	OFF	TIN	OTH
83747	@USER @USER Ironic then that the women that vouched for Kavanagh aren't vouching for him anymore. Almost like they were originally arranged to vouch for him without knowing his history. Huh. #maga  URL	NOT	NULL	NULL
13625	Trump @USER Movie: Stream Now For Free #MAGA2020 #maga URL URL	NOT	NULL	NULL
62103	@USER Oh shit	OFF	TIN	IND
81105	@USER Well now he is cut!	NOT	NULL	NULL
87582	@USER You are so good at drawing	NOT	NULL	NULL
26809	@USER @USER @USER 2bn is notong term that shud b annually.	NOT	NULL	NULL
25472	@USER The fact that he is still a nominee is disgusting	OFF	TIN	IND
77786	@USER Poor old Rudy he is as full of shit as a Christmas Goose.	OFF	TIN	IND
91177	@USER Amen brother. He is bringing back  america to be our great country. Bring it president donald j trump.	NOT	NULL	NULL
86940	@USER Go home. You are newspeak	NOT	NULL	NULL
72619	@USER omg you are 💕	NOT	NULL	NULL
50160	@USER @USER STOP trying to convince people @USER  is extremely unpopular.  Unfortunately he isn't and it takes away all urgency for liberals to vote in November.  This #BlueWave nonsense will NOT happen if people are comfortable it will happen whether they vote or not.	NOT	NULL	NULL
50748	@USER I really want you and need you &lt;3 &lt;3 I am your biggest fan I just love your personality I love who you are	NOT	NULL	NULL
95238	#TwitterShouldBe a place where everyone can have a voice- including conservatives. Less shadow-banning and throttling of conservative accounts - #FreedomOfSpeech  #Throwback #BenGarrison #cartoon  URL URL	NOT	NULL	NULL
91607	@USER That image tells the story of generations of people self medicating to manage distress. Can't count the number of people lost and like you say too many can't see beyond the sickening labels.	NOT	NULL	NULL
18448	@USER @USER Grab em by the pussy!!!  What's the problem?	OFF	TIN	IND
95837	@USER @USER looking forward to meeting you at conference!	NOT	NULL	NULL
29683	followed all not previously followed.  #maga #kag #walkaway #trumptrain #nodaca #iwantthewall URL	NOT	NULL	NULL
50919	@USER Hey Ladies watch you on Saturday nights with Jesse keep up the good work and your right about Jon Voight he is a Gods man and bless his heart for standing up for the President mean evil people out their who are mad and Dangerous we all want hope and Change for America	OFF	TIN	GRP
72198	@USER @USER 63 million Americans understand embarrassed... we dealt with watching our country being divided by progressive ideologies for 8 years ruled by entitled and elitist liberals! Yep.... URL	NOT	NULL	NULL
16602	@USER @USER She goes through with chequers the @USER are finished	NOT	NULL	NULL
68304	@USER Billy Shears Rips 'Mad Captain' Donald Trump in Climate Change Song.	NOT	NULL	NULL
84668	@USER Why did Feinstein give grieving Parkland gun control nut parent Guttenburg a full pass to get to Kavanaugh? It threw the Body Guard into full protection mode. Guttenburg hates Trump and Kavanaugh and threatened on his site and blames them for his daughters death.	NOT	NULL	NULL
15611	@USER you are holding my life hostage! I have tried everything you have asked to get the freeze removed and for weeks you have done nothing to make this happen. @USER and @USER made it easy. None of your antiquated systems work and customer service is non-existent.	NOT	NULL	NULL
20191	@USER this high road shit doesn't work on Trump/Conservatives/Republicans/GOP/MAGAts no more mister nice guy. As @USER says they go low we go for the jugular. They have to be stopped.	NOT	NULL	NULL
31564	@USER Because the NYT as it has always been (see Church Committee &amp; Legacy of Ashes) infiltrated with Deep State actors....The extent to which the Deep State will go (see DOJ/FBI criminality)	NOT	NULL	NULL
30188	.@USER They both want you to believe in yourself and to do your own research to discover the truth. They want people to see 100% of the big picture (not just the 50% found on #FakeNews that leads people into their echo chambers). #Censorship of #Conservatives is a bad idea! URL	NOT	NULL	NULL
83182	@USER Are all you liberals idiots?	OFF	TIN	GRP
64135	@USER @USER @USER @USER eto ba ang hindi corrupt? you are so naive if you think that this admin is different from previous admins URL	NOT	NULL	NULL
71079	@USER @USER Unfortunately gun control is long game and the house always wins.	OFF	TIN	IND
61175	@USER This stupid game you're playing is NOT going to work and Kavanaugh WILL BE CONFIRMED!  #ConfirmKavanaughNow #MAGA #TRUMPSTRONG #AMERICAFIRST #DRAINTHESWAMP #VOTEREPUBLICAN #TRUMPSTRONG #WINNING 🇺🇸🇺🇸🇺🇸	OFF	UNT	NULL
84287	@USER Climbs up the charts in Christian Music...only to wither as a fig on a tree as a false prophet. That is @USER	OFF	TIN	IND
66988	You #Fanatical #Sycophant #Religious #extremists are so #fucking close  to getting another #WhiteSupremacist #evangelical on the #SupremeCourt  to overturn #RoevWade  Wouldn't it just suck to have the rug pulled out  from underneath your feet #MAGA?   #Fuckoff #Gilead #Kavanaugh URL	OFF	UNT	NULL
38375	@USER @USER See she is speechless😂😂😂😂😂	NOT	NULL	NULL
29152	@USER Vote no on Kavanaugh. He has committed perjury. He has dodgy financials. He thinks the President is above the law. He thinks contraceptives are abortion inducing drugs. He is too extreme for the SC.	OFF	TIN	IND
97573	What the democrats refuse to understand about freedom...is that there are several sides to every situation! Understanding  and intellectual reason! U can’t survive in todays society in a one sided ... Fake...life! Truth will set us free! MAGA🇺🇸👍🏽 URL	NOT	NULL	NULL
11326	@USER sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump	OFF	TIN	GRP
50050	@USER Fuck my bad leslie i def added you tho ! Lmao im give it to ypu now	OFF	TIN	GRP
59163	".@USER Today I can announce that new longer-term partnerships will be opened up to the most ambitious housing associations through a ground-breaking £2 billion initiative...the first time any government has offered housing associations such long-term certainty""  🏘🏘🏘🏘 URL"	NOT	NULL	NULL
73885	@USER @USER @USER @USER That’s why Kitchens is here partner. He is Haley’s right hand man.	NOT	NULL	NULL
18718	@USER @USER No Fans Left.	NOT	NULL	NULL
88938	@USER @USER @USER @USER She knew conservatives would destroy her world. She’d hoped to remain anonymous. URL	NOT	NULL	NULL
50005	@USER @USER I agree with you completely! The views that he has on gun control seems like it’s common sense but why do you think that it’s so uncommon to use common sense when trying to find a way to stop gun violence?	NOT	NULL	NULL
37753	@USER @USER LMAOOO fucking love you see you hotties soon xox	OFF	TIN	IND
17769	@USER Let me guess they are a victim of circumstances. But heaven forbid if they got shot for robbing the place all you moron liberals would be screaming gun control. How about kid control or upbringing control of self control.	OFF	TIN	IND
57752	Calif buys more #MAGA URL	NOT	NULL	NULL
24885	@USER @USER  has had to endure an assault on every aspect of his life and personality never seen in politics before. it is relentless. it comes from all sides. each day a new drama emerges for him and his supporters to deal with. it would test any1. its psychological warfare	NOT	NULL	NULL
32399	@USER @USER @USER @USER @USER He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group  and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror-	OFF	TIN	OTH
25109	@USER Which side has #Antifa and the #Handmaids? Who you calling “Radical”	NOT	NULL	NULL
21867	"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? Fuckin ""Run Me Over Rhonda"" lol"""	OFF	UNT	NULL
54087	@USER @USER @USER @USER And you say liberals make false promises? How’s that wall coming? How’s that denuclearization of NK coming? How that “tax break” working out for you? Nice ole tariffs we got there huh? But yea keep on saying wild outlandish shit to make you feel better	NOT	NULL	NULL
64948	@USER  sexual assault should disqualify a nomination. ask yourself this why didn't they ask him any questions about this in private or public hearing. the accuser had posting on Facebook about stopping conservatives and trump. why do dems still trot out bill  clinton	NOT	NULL	NULL
27494	@USER What she really means is for the rest of America to shut up and take all the hate that  White Christian Conservatives give out and never fight back	NOT	NULL	NULL
40458	@USER Proud of President Trump!!! MAGA TRUMP 2020 URL	NOT	NULL	NULL
58194	@USER @USER Flake is a real flake	NOT	NULL	NULL
96649	@USER @USER Judging by the membership of ANTIFA they're already at that point.	NOT	NULL	NULL
61432	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Woke Bible Readings from Midwest Antifa.	NOT	NULL	NULL
60256	@USER And when they met he looked at her and said I'm in charge in you're my bitch. Even though he knew that she is a Domme and was there in that capacity. He tried to control the situation and take over and she had to shut him down and get the hell out of there so she didn't get hurt.	OFF	UNT	NULL
41180	@USER Enjoy them before those liberals take them white boys down for being white !	NOT	NULL	NULL
81126	@USER There are no principled conservatives.	NOT	NULL	NULL
65476	@USER @USER Then you are going to be super man after the hard time you are about to do.	NOT	NULL	NULL
13261	@USER @USER ANTIFA feet.	NOT	NULL	NULL
82479	@USER he is VALID	NOT	NULL	NULL
60570	@USER @USER He is the best memelord that could exist	NOT	NULL	NULL
17410	@USER It’s because you are evil!!	OFF	TIN	IND
54127	@USER Hey #BenieSanders  they all can't come to US!  Come on.  We have enough problems with your #Antifa .	NOT	NULL	NULL
17202	@USER @USER @USER He is an emotionally detached and cautious man.  His youthful (1965 to 1970) military service and connections to naval intelligence have never really been talked about. I think that there is still some Deep Throat stuff that was hidden by the outing of a confused  Mark Felt.	NOT	NULL	NULL
68883	@USER First Amendment	NOT	NULL	NULL
81507	@USER listen to these fiscal conservatives calling in crying because @USER or Mike Harris supporters crying....weeeehhhhh weeeeehhhhh....stand up for something other then yourselves. URL	NOT	NULL	NULL
73171	@USER @USER Ah he is great. Cheers	NOT	NULL	NULL
59189	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Now following all the patriots that I wasn't already following! Let's MAG &amp; KAG &amp; VOTE RED together! Thank you all!	NOT	NULL	NULL
74762	@USER @USER SERVES THE BASTARDS RIGHT!	OFF	TIN	IND
76679	"@USER 2D is a puppet for el mierdas"" Wowowow!!! I was crying when I see the video URL"	NOT	NULL	NULL
84968	@USER So you are saying they should not count on him to keep the streak alive?	NOT	NULL	NULL
23139	"@USER @USER Indoctrinated 🐑 programmed to believe EVERYTHING #MSM #Propaganda tells you to.. The left are the nutcases."" Acting stupid in a Senate hearing, antifa. Hate filled"""	OFF	TIN	GRP
13618	@USER Fool!	OFF	TIN	OTH
49149	@USER Yes bitch 😭😭😭😭	OFF	TIN	IND
86615	@USER Too late. #ANTIFA	NOT	NULL	NULL
31755	@USER Bet she is headed to The View!!!	NOT	NULL	NULL
84452	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I never talked about gun control in any form.	OFF	TIN	GRP
80887	@USER @USER “Blame your opponent of the things you are guilty of” - this pope is a satanist	OFF	TIN	IND
13841	Maybe in 2020 (if Trump is still around) the Democratic challenger will invite all the women Trump has threatened or raped to the debates. #Fear #BobWoodward #TheResistance #MAGAts #MAGA URL	OFF	TIN	IND
84300	@USER @USER You are so right	NOT	NULL	NULL
54613	@USER @USER she is one	NOT	NULL	NULL
42560	@USER 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ they need too but he is wylin right now sitting out like this	NOT	NULL	NULL
52863	@USER Come on Texas I know your not ready to hand over your guns to liberals!	OFF	TIN	IND
29199	@USER How? You can’t just say “Wrong” with no evidence for why it is. You said you agree with Sargon I’m pretty much every subject but gun control and healthcare. That’s not what a centrist believes.	OFF	TIN	IND
24118	Hispanics flourishing in Trump economy #MAGA URL	NOT	NULL	NULL
54694	@USER @USER Absolutely love Serena....however - the way she behaved was totally on her and the ref was within his rights...she is deflecting here by making it about women’s rights....	NOT	NULL	NULL
31491	@USER God dang! Didn't she break campaign finance laws? Why isn't she in jail?? Didn't she promise to move out of the US??? Why won't she just Go Away??!!	OFF	TIN	IND
57000	63 of the 65 women who vouched 4 #Kavanaugh have recanted after accuser comes forward 😳 WH scrambling 😩But can they stop a demeaning #Trump tweet 🤡💩🖕🏼 #MAGA #FBRParty #GOPCOMPLICIT #StopKanavaugh #TrumpTrain to #CrazyTown #AlternativeFacts URL	NOT	NULL	NULL
29633	#MAGA...the home of abject hypocrisy...... URL	NOT	NULL	NULL
49163	"@USER @USER @USER @USER @USER @USER Nobody wants to take your guns, we just want gun control of what guns we will allow you to have""."""	OFF	TIN	OTH
26167	@USER the criminals need gun control	NOT	NULL	NULL
93307	@USER He’s there to talk about bail money 😂😂😂😂😂😂😂 Well at least he got a hell of a meal out of the trip into town.	NOT	NULL	NULL
90089	"@USER Trust me.. i know her well enough so that she is ok if i take a body of another good girl for the night."""""	NOT	NULL	NULL
50170	@USER I wouldn't say I'm conflicted - Article 7 would be justified - but you are right in stating that the really important decision will be taken (or postponed) inside the @USER The Sargentini report was but a prelude. Those who want #Orban out should now push harder.	NOT	NULL	NULL
91273	@USER She is proud of herself and that is good for motivation when she is doubting herself because probably her Label isnt getting her paid.	NOT	NULL	NULL
14659	@USER You are an individual of excellent taste.	NOT	NULL	NULL
72641	@USER yeap she is politically a lame duck already dead politically	OFF	TIN	IND
77337	@USER Stanced up URL	NOT	NULL	NULL
48081	@USER Hatred of the man makes people like this fool say things like this. Not reality.	OFF	UNT	NULL
77346	@USER @USER Stricter gun control laws will only be enforced by people with guns.	NOT	NULL	NULL
29651	@USER Good to see your hosting of the Emmys' bombed. Seems only Liberals like no humor. You won't be asked back. Career killer. You were Da rating tanking Bomb. Now go celebrate with your liberal pals.	OFF	TIN	IND
86098	@USER @USER Has to be MK ultra.	NOT	NULL	NULL
57660	#Police? #Banter Training?  Oh my God! Fools and Tools.  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL	OFF	TIN	GRP
53883	6 more white boys standing up for you every day Ms. .@USER  I think the poster adds speshul emphasis. Don’t you?  #MAGA #WWG1WGA URL	OFF	TIN	GRP
12533	"@USER @USER Aunt Crabby, will you bake her some SPECIAL"" cookies so she will children out! I worry she is going to have a heat attack!"""	NOT	NULL	NULL
62474	"@USER A friend of mine said that @USER touched him on his....well you know...He doesn't actually remember"" the details....but it happened he said. she should be referred to the FBI....wait....they are as corrupt as she is."""	NOT	NULL	NULL
86728	@USER Her last name says a lot MESS!	NOT	NULL	NULL
45811	@USER Fun fact: rural areas with extremely high gun ownership rates has nearly-zero homicide rates while urban areas with extreme gun control (low ownership rates) has astronomically high homicide rates. Why is the correlation exactly opposite?	NOT	NULL	NULL
27116	@USER @USER @USER Anything to say? @USER	NOT	NULL	NULL
83321	@USER You are sexy as fuck babygirl🔥🔥🔥	OFF	TIN	IND
71552	#RoseanneBarr never hid her #Racism inexcusable but we know #Liberals sunk her because of #MuslimBrotherhood comment #Priorities #BlackLivesMatter we must #Unite to end #Racism. #RoseanneBarr has been an open #Racist for decades. 100 inexcusable. #PCLiberals #WakeUP end #Racism URL	OFF	TIN	GRP
98119	@USER @USER Globalization threatens nationality causing the alt right  concerns about destroyed values that keep us unified like the ten commandments and the Constitution. Then we have the alt left demanding their mini Bolshevik indoctrination to oppress everyone and start a war. Let God be	NOT	NULL	NULL
77225	@USER You are fake news	OFF	TIN	IND
73477	@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a douche bag used car salesman with a law degree.	NOT	NULL	NULL
94908	@USER @USER He is losing his mind	OFF	TIN	IND
20632	@USER It’s said that artists who paint this way are showing how they truly see the world. Well he’s showing how him and all liberals see the world.	NOT	NULL	NULL
75372	@USER @USER @USER @USER @USER Unfortunately some democrats and their supporters have shown support for antifa and lied by saying they were protesting peacefully	NOT	NULL	NULL
75960	"@USER That guy has a legit case. Trump ain't fuck up the sexual orientation laws yet so dude needs to take them to court. And I say that as someone who describes themselves as I'm Not One of Those 'I'ma Sue!' People""."""	OFF	TIN	IND
64827	1. We all want affordable health care for everyone. Liberals want it so badly they are willing to change the facts to produce the theory. That's false science. The correct thing is to change the theory to accommodate the facts. That's science.	NOT	NULL	NULL
58738	@USER You are right ✊	NOT	NULL	NULL
90879	@USER @USER @USER @USER @USER @USER @USER @USER Whereas you are almost a year late in trying to demonstrate you give a toss about women’s rights + needs under the law. You are a disgrace + an embarrassment to #Keele + the legal profession Alex. Prioritising the rights of sexual predators over their victims damages us &gt; URL	OFF	TIN	IND
24732	@USER @USER you are that special case that gets away with introducing an innocent child(you own) to hate. bravo	NOT	NULL	NULL
11776	"#Republicans morals are stronger than #Democrat #Liberals  Evidenced by trying to stop Liberals from aborting themselves out of existence  It's the right thing to do   Even though letting them kill off their young so Natural Selection would win would benefit us more  #MAGA #KAG"""	OFF	UNT	NULL
96156	"17 yrs ago today, President Bush (you know, the one liberals are calling cute"") signed into law the 2001 Authorization for the Use of Military Force (#AUMF). It has been used to ""authorize"" over 37 military actions in 14 countries since - without additional Congressional action. URL"	NOT	NULL	NULL
89489	@USER @USER @USER Funny how well meaning left leaning liberals have become money obsessed fundamentalists.....strange business brexit.	NOT	NULL	NULL
95265	@USER @USER So a cop kills someone and this becomes a gun control issue?	NOT	NULL	NULL
84985	"@USER @USER @USER I hope all remember and think real"" hard.  Folks, you are just a Carbon Reduction to them. And they are looking for MORE.  URL"	NOT	NULL	NULL
87805	@USER And no one cares	NOT	NULL	NULL
11239	"@USER @USER In this tweet is a whole lot of conservatives"" calling for a victims head on a fake account. Y'all keep being awesome citizens! /s JFC, most of you belong in jail if you act the same way IRL. #LockThemUp #KavaNOPE"""	NOT	NULL	NULL
59143	A new bill aims to send masked Antifa activists to jail for 15 years URL	NOT	NULL	NULL
69837	@USER If there are any infractions due to pot the liberals should be sued.	NOT	NULL	NULL
68928	@USER Ummm you can't hear what she hears because you're not bat poop crazy like she is.	OFF	TIN	IND
17537	@USER My man! Let’s go!	NOT	NULL	NULL
49349	@USER Morrows history is he is not going to stay healthy. He's a dominant reliever but his track record is hes going to land on the DL at some point	NOT	NULL	NULL
75175	@USER Liberal Dictionary: -Illegal Immigrants: Dreamers -Trump Supporters: Deplorable -MS-13 Killers: Human Beings -Human Beings in the Womb: Not Human Beings -Antifa: Protestors -Law Abiding NRA Members: Terrorists -Bill Clinton: Feminist -Brett Kavanaugh: Predator	OFF	TIN	GRP
67331	@USER He’s a cocky SOB who needs to be brought down to his knees	OFF	TIN	IND
43821	@USER @USER @USER @USER @USER I get what you mean though I have never personally seen any liberals complain about white conservative people immigrating here from Poland or wherever. Does that happen on a large scale? I guess a better way to phrase my initial point would be diverse immigration.	NOT	NULL	NULL
67920	"@USER @USER And I'm sure she's for common sense gun control"" as long as she has gun toting bodyguards."""	NOT	NULL	NULL
78079	@USER @USER I hope you don't make it!	NOT	NULL	NULL
36187	@USER @USER @USER Because the possibility she was honoring the woman's request for confidentiality isn't a thing conservatives be capable of grasping.	NOT	NULL	NULL
65881	"91.3FM The Edge is playing What You Are"" by Audioslave."""	NOT	NULL	NULL
26585	@USER @USER Condemning antifa violence is fine too bro	NOT	NULL	NULL
51800	@USER imagine unironically believing that liberals support antifa	NOT	NULL	NULL
70200	@USER @USER @USER Well you may be right. Always the optimist I'm going to carry on with my (possibly deranged) mission to believe we can achieve a united front.	NOT	NULL	NULL
15266	@USER Tim Kaine Completely SILENT. #HimToo #vasen #ViolentLeft #antifa #muslim #virginia URL	NOT	NULL	NULL
69272	*shuving tide pods in mouth* need more gun control nomnom nom nom	NOT	NULL	NULL
88399	@USER @USER @USER I don't understand why conservatives place so much faith on having a majority conservative in SCOTUS...We have forgotten than we've had 8-1 and 6-3 up there and Roe V. Wade was not overturned.	NOT	NULL	NULL
64881	@USER @USER Nice pic	NOT	NULL	NULL
72711	@USER hi i love youuuuuu. i hope you are doing okay right now ariana. i lovee youuuu	NOT	NULL	NULL
57171	@USER @USER @USER @USER Yes im the cousin of the infamous Cheese! 🤣	NOT	NULL	NULL
87013	@USER Yet the number of applications from liberals that were rejected was higher then yours.  You sound salty that the liberals had more people looking for use this program but you guys just had people with worst values.	NOT	NULL	NULL
80342	@USER @USER Right... disgusting! I can’t tell if these acc is a man or woman but he/she is sick.	OFF	TIN	GRP
40325	This guy is a disgusting little perv. #MAGA URL	OFF	TIN	IND
10117	Where is my MAGA cap?! URL	NOT	NULL	NULL
50489	.@USER Thank you for signing #SB100 and for your leadership at the climate summit. Please also sign the gun control legislation on your desk. This is another area where California should lead the nation.	NOT	NULL	NULL
75433	@USER Ever get the feeling these people do not live in the same universe as we do?	NOT	NULL	NULL
95521	The Dog is on the hunt! #MAGA   URL	NOT	NULL	NULL
12352	@USER Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...	NOT	NULL	NULL
18252	@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is	OFF	TIN	IND
39638	@USER @USER LOL!!!  I hadn't heard that!  I saw the guy who set fire to them BEFORE taking them off though.  Now Levis will be for gun control.  Will people set fire to their jeans?  Will they remember to take them OFF first?	NOT	NULL	NULL
81646	#Kavanaugh this is the common use of guns ... the conservatives and their prays of dead URL	NOT	NULL	NULL
84478	@USER @USER She is dickmatized	OFF	TIN	IND
36571	. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp;  facial expressions were everything I see you 👀 #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A FUCKING #ICON #BarbieDreamsVIDEO URL	OFF	UNT	NULL
46499	@USER You are my help	NOT	NULL	NULL
77220	@USER It isn't news that Conservatives really hate our rights and freedoms.	NOT	NULL	NULL
83810	@USER @USER @USER Yes but it doesnt help with the made up stories about him. He shouldn't of called football players SOB. but he is right about illegal immigration. We can't support the entire nation. Rules needs to change.	OFF	TIN	GRP
89088	@USER He is way more creepier and says way more stupid things URL	OFF	TIN	IND
70537	@USER @USER What typename of common sense gun control ideas would you propose?	NOT	NULL	NULL
81856	@USER The really frightening thing is that plenty of Antifa are stupid enough to believe this is true. I'd put a bet on the first one to try it being a woman Antifa. They seem to be the most stupid and more willing to vitue signal their way into an early grave.	OFF	TIN	GRP
90649	@USER How do you know she is not credible?	NOT	NULL	NULL
73724	@USER I MISS U	NOT	NULL	NULL
79536	@USER @USER so sad 😭 #taketworeferenceswithmoniqueandchloe x	NOT	NULL	NULL
88729	@USER @USER @USER Character assassination and intimidation are two of the favorite weapons Liberals use against those who do not agree with them. Some(like Ms Waters) promote violence &amp; support Antifa ( who has actually stated they want to kill Trump and his supporters). Skeptical ?.lol @USER	OFF	TIN	IND
36554	@USER @USER Sshh 🙊 she is lying😏😅😭😂	NOT	NULL	NULL
78216	@USER Eirc Holder: a friken idiot	OFF	TIN	IND
11282	The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets?  #GreatAwakening #MAGA @USER	OFF	TIN	GRP
49437	@USER F the nfl! URL	NOT	NULL	NULL
95154	#PresidentTrump was elected because we are so very tired of destructive #Dems! We're look for strong conservatives like #TreyGowdy. URL	NOT	NULL	NULL
88219	@USER @USER some people are talking crap about serena questioning her maturerity and justifications of her action. If you never get burn before you will not know how it feels to get burn Serena knows   it she has seen it. She is tired of so she is speaking out and it is an issue.	NOT	NULL	NULL
66045	"@USER @USER @USER &amp; May need to end the stigma"" of living in B&amp;B by allowing councils to build more AFFORDABLE social housing."""	NOT	NULL	NULL
38394	@USER come eat me 🤤😍🍽😖	OFF	UNT	NULL
13962	@USER @USER Because you advocate for  -gun control -mass immigration  -cultural Marxism   You’re a tool for Jewish Globalists	OFF	TIN	IND
61419	@USER then you must condemn antifa and BLM who spew hate and fear toward the police	OFF	TIN	OTH
43957	@USER Saudi dispute with Canada may lose business	NOT	NULL	NULL
65103	@USER @USER @USER @USER Antifa is banned by the central commitee for they are not proper socialists. More pinko then red.	NOT	NULL	NULL
88932	@USER Highly doubt that. Even if they take back the House there are a great many Dems that don't want her back as Speaker.	NOT	NULL	NULL
25458	@USER @USER Whatever u may say. You are not coming in 2019	NOT	NULL	NULL
42241	@USER Just the fact that #StopKavanagh REPEATEDLY attempted to block the abortion for an undocumented immigrant (which she wanted) tells me   he is unfit to serve on the Supreme Court.   We don’t need a person who cherrypicks what laws will or will not be respected.  @USER	OFF	TIN	IND
67379	@USER @USER Lmfao 🤣🤣🤣🤣 deadass	NOT	NULL	NULL
15133	@USER @USER His staffers should remember that Trump is in favor of using enhanced interrogation techniques.	NOT	NULL	NULL
97204	"@USER @USER That isn't at all plausible. Tories and Labour have access to that building. More Tories have a problem with her than Labour and there are more Tories. It could have been a leftist"" but there are more Tory suspects. You are pretty abusive for someone arguing the left are abusive"""	OFF	TIN	IND
20764	@USER @USER if you speak Spanish? MS-13  Muslim? terrorist  black person? should've complied   hold a dissenting opinion? emotional  snowflake  Gun control? Nazi  Republican putting people in internment camps? PATRIOT  Think you leave your human rights at the boarder? PATRIOT  I'm tired	OFF	TIN	GRP
27553	@USER @USER steroids and pills mixed in with their alcohol that is a little bit of a BIG NIGHTMARE or bad dream right there... ANTI-SUICIDE LAWS and gun control LICENSE FOR EACH GUN PLEASE walks into a cop station  URL	OFF	TIN	IND
42470	"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed."""	OFF	TIN	IND
47442	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This lady is a grade A idiot or a complete and total liar.  I have called her on most of her bullshit. Anyone with half a brain knows what she is spewing is crap.	OFF	TIN	IND
98368	@USER @USER 😂😂😂😂😂😂😂😂😂😂😂 is this a joke??? Cause its funny AF 😂😂😂😂😂😂😂😂	NOT	NULL	NULL
92547	@USER BETO is for GUN control!!! In TEXAS that don’t hunt. He is a liberal just like Picante sauce from New Jersey😜   REMEMBER the ALAMO!  Keep Texas Red 🇺🇸	OFF	TIN	IND
22822	@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.	OFF	TIN	IND
18732	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all patriots that I wasn't already following 😃 pls follow back! Thanks @USER for a great list of Trumpsters! MAGA! #PatriotsUnite	NOT	NULL	NULL
26740	@USER He is a cancer though. Suspended for like 3 years and then is late to practice when he’s able to play again. Can you blame them for cutting him when they suck anyways?	OFF	TIN	IND
25237	@USER Just make sure you have another one to March out there when this one gets laughed at ok? Think ahead liberals   Or should we just back off because she's a female?	NOT	NULL	NULL
86595	"@USER @USER @USER @USER @USER @USER Matthew - you are a Lefty genius.  Go live in Syria, Assad is a much nicer"" guy than Trump.  U will like it there. 🤣Lots of ""human rights"" no racism, no sexism.  Tell us how u get on. 🤣💩💩😆  @USER"	OFF	TIN	IND
22718	@USER Friggen crook.	OFF	TIN	IND
18829	@USER And Democrats want an open border and gun control...🤣🤣😅	NOT	NULL	NULL
30204	@USER And the only people who actually watch the Emmys are low intellect liberals and crackheads.	NOT	NULL	NULL
89497	@USER @USER @USER Conservatives have never cared about women or minorities.	NOT	NULL	NULL
32432	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER They will try don’t want attention on released FISA documents	NOT	NULL	NULL
